0.06 0.2
0.06 0.3
0.06 0.4
0.09 0.4
0.15 0.3
0.15 0.5
0.18 0.2
0.18 0.4
0.18 0.5
0.21 0.2
0.21 0.3
0.21 0.4
0.24 0.6
0.27 0.4
